cod;UF;populacao
3146909;MG;15922
3147006;MG;94539
3147105;MG;95616
3147204;MG;21693
3147303;MG;21353
3147402;MG;24854
3147501;MG;1619
3147600;MG;16439
3147709;MG;8031
3147808;MG;2024
3147907;MG;115970
3147956;MG;6031
3148004;MG;154641
3148103;MG;92116
3148202;MG;5744
3148301;MG;9597
3148400;MG;4794
3148509;MG;8390
3148608;MG;17534
3148707;MG;24333
3148756;MG;7157
3148806;MG;2960
3148905;MG;3977
3149002;MG;2559
3149101;MG;11098
3149150;MG;12313
3149200;MG;3651
3149309;MG;65149
3149408;MG;1804
3149507;MG;3340
3149606;MG;4457
3149705;MG;11994
3149804;MG;16469
3149903;MG;21577
3149952;MG;6738
3150000;MG;4261
3150109;MG;2719
3150158;MG;8832
3150208;MG;4141
3150307;MG;4436
3150406;MG;5034
3150505;MG;8715
3150539;MG;5029
3150570;MG;7540
3150604;MG;6386
3150703;MG;6491
3150802;MG;17641
3150901;MG;5504
3151008;MG;8683
3151107;MG;10791
3151206;MG;56845
3151305;MG;10732
3151404;MG;28433
3151503;MG;35137
3151602;MG;12445
3151701;MG;16900
3151800;MG;169838
3151909;MG;8288
3152006;MG;32248
3152105;MG;60003
3152131;MG;4305
3152170;MG;12235
3152204;MG;37823
3152303;MG;11414
3152402;MG;16675
3152501;MG;154293
3152600;MG;5862
3152709;MG;9128
3152808;MG;28173
3152907;MG;8530
3153004;MG;3658
3153103;MG;5315
3153202;MG;3572
3153301;MG;3000
3153400;MG;19680
3153509;MG;8286
3153608;MG;10931
3153707;MG;3603
3153806;MG;1948
3153905;MG;16501
3154002;MG;23663
3154101;MG;10522
3154150;MG;7247
3154200;MG;11578
3154309;MG;17396
3154408;MG;4826
3154457;MG;8132
3154507;MG;9471
3154606;MG;341415
3154705;MG;4061
3154804;MG;10524
3154903;MG;13384
3155009;MG;2630
3155108;MG;5117
3155207;MG;5332
3155306;MG;5924
3155405;MG;8964
3155504;MG;12356
3155603;MG;31171
3155702;MG;14325
3155801;MG;18007
3155900;MG;5493
3156007;MG;12635
3156106;MG;4521
3156205;MG;2335
3156304;MG;8333
3156403;MG;3507
3156452;MG;4648
3156502;MG;5609
3156601;MG;10269
3156700;MG;137877
3156809;MG;15364
3156908;MG;26556
3157005;MG;41864
3157104;MG;7014
3157203;MG;31873
3157252;MG;8212
3157278;MG;3212
3157302;MG;4385
3157336;MG;8723
3157377;MG;4074
3157401;MG;4693
3157500;MG;4354
3157609;MG;3806
3157658;MG;6406
3157708;MG;14497
3157807;MG;221705
3157906;MG;16393
3158003;MG;10867
3158102;MG;5203
3158201;MG;14607
3158300;MG;7047
3158409;MG;3909
3158508;MG;7538
3158607;MG;3985
3158706;MG;2494
3158805;MG;4847
3158904;MG;8660
3158953;MG;36048
3159001;MG;4334
3159100;MG;3753
3159209;MG;8900
3159308;MG;4843
3159357;MG;7322
3159407;MG;3380
3159506;MG;5426
3159605;MG;44226
3159704;MG;3364
3159803;MG;19997
3159902;MG;18697
3160009;MG;3602
3160108;MG;3861
3160207;MG;3763
3160306;MG;11570
3160405;MG;28603
3160454;MG;7316
3160504;MG;1756
3160603;MG;3044
3160702;MG;46357
3160801;MG;5411
3160900;MG;3770
3160959;MG;5672
3161007;MG;17296
3161056;MG;3354
3161106;MG;56625
3161205;MG;6512
3161304;MG;6309
3161403;MG;4758
3161502;MG;12751
3161601;MG;3860
3161650;MG;4104
3161700;MG;8527
3161809;MG;12776
3161908;MG;11114
3162005;MG;25670
3162104;MG;36084
3162203;MG;7541
3162252;MG;4949
3162302;MG;2743
3162401;MG;25033
3162450;MG;13232
3162500;MG;90897
3162559;MG;11785
3162575;MG;5975
3162609;MG;7393
3162658;MG;4476
3162708;MG;23797
3162807;MG;15761
3162906;MG;26530
3162922;MG;32696
3162948;MG;7532
3162955;MG;24490
3163003;MG;4291
3163102;MG;5151
3163201;MG;4222
3163300;MG;3851
3163409;MG;5356
3163508;MG;6409
3163607;MG;2821
3163706;MG;46539
3163805;MG;6949
3163904;MG;4563
3164001;MG;7634
3164100;MG;5160
3164209;MG;12713
3164308;MG;7100
3164407;MG;5598
3164431;MG;3039
3164472;MG;6697
3164506;MG;9884
3164605;MG;6948
3164704;MG;71915
3164803;MG;1478
3164902;MG;2259
3165008;MG;10979
3165107;MG;6980
3165206;MG;7151
3165305;MG;7876
3165404;MG;7045
3165503;MG;6421
3165537;MG;34050
3165552;MG;12493
3165560;MG;2579
3165578;MG;5365
3165602;MG;2001
3165701;MG;7902
3165800;MG;1422
3165909;MG;4056
3166006;MG;5786
3166105;MG;3516
3166204;MG;10474
3166303;MG;7340
3166402;MG;1857
3166501;MG;4292
3166600;MG;771
3166709;MG;8725
3166808;MG;11750
3166907;MG;7667
3166956;MG;4836
3167004;MG;1949
3167103;MG;20915
3167202;MG;243950
3167301;MG;2267
3167400;MG;6258
3167509;MG;2621
3167608;MG;19834
3167707;MG;5476
3167806;MG;6226
3167905;MG;3669
3168002;MG;34653
3168051;MG;3093
3168101;MG;4890
3168200;MG;1869
3168309;MG;4120
3168408;MG;14280
3168507;MG;11680
3168606;MG;141269
3168705;MG;91268
3168804;MG;8160
3168903;MG;6369
3169000;MG;16769
3169059;MG;4117
3169109;MG;6336
3169208;MG;7683
3169307;MG;80561
3169356;MG;33062
3169406;MG;57127
3169505;MG;6797
3169604;MG;25466
3169703;MG;20280
3169802;MG;5099
3169901;MG;117995
3170008;MG;12661
3170057;MG;12514
3170107;MG;340277
3170206;MG;706597
3170305;MG;2582
3170404;MG;85461
3170438;MG;4265
3170479;MG;3256
3170503;MG;10333
3170529;MG;17470
3170578;MG;6460
3170602;MG;2143
3170651;MG;5045
3170701;MG;137608
3170750;MG;7235
3170800;MG;40101
3170909;MG;19290
3171006;MG;20692
3171030;MG;9527
3171071;MG;5733
3171105;MG;4090
3171154;MG;4852
3171204;MG;131849
3171303;MG;79910
3171402;MG;3570
3171501;MG;3157
3171600;MG;13729
3171709;MG;8652
3171808;MG;10459
3171907;MG;5303
3172004;MG;43351
3172103;MG;5270
3172202;MG;2543
3200102;ES;30326
3200136;ES;9621
3200169;ES;10801
3200201;ES;29869
3200300;ES;14670
3200359;ES;7911
3200409;ES;30285
3200508;ES;7542
3200607;ES;104942
3200706;ES;12270
3200805;ES;31263
3200904;ES;45301
3201001;ES;15146
3201100;ES;9988
3201159;ES;12450
3201209;ES;212172
3201308;ES;386495
3201407;ES;37956
3201506;ES;124283
3201605;ES;31479
3201704;ES;12887
3201803;ES;4236
3201902;ES;34120
3202009;ES;6793
3202108;ES;22748
3202207;ES;22379
3202256;ES;13047
3202306;ES;31372
3202405;ES;128504
3202454;ES;26762
3202504;ES;12701
3202553;ES;8830
3202603;ES;14083
3202652;ES;13672
3202702;ES;13982
3202801;ES;34957
3202900;ES;10433
3203007;ES;29417
3203056;ES;31589
3203106;ES;12336
3203130;ES;16774
3203163;ES;10919
3203205;ES;179755
3203304;ES;15653
3203320;ES;39259
3203346;ES;17141
3203353;ES;13091
3203403;ES;26079
3203502;ES;18954
3203601;ES;5468
3203700;ES;17176
3203809;ES;15602
3203908;ES;50751
3204005;ES;23426
3204054;ES;26575
3204104;ES;27601
3204203;ES;22388
3204252;ES;8016
3204302;ES;11741
3204351;ES;19398
3204401;ES;11630
3204500;ES;12171
3204559;ES;41588
3204609;ES;23853
3204658;ES;8735
3204708;ES;39085
3204807;ES;10536
3204906;ES;134629
3204955;ES;12602
3205002;ES;536765
3205010;ES;31278
3205036;ES;21778
3205069;ES;26204
3205101;ES;80735
3205150;ES;9280
3205176;ES;14065
3205200;ES;508655
3205309;ES;369534
3300100;RJ;210171
3300159;RJ;12036
3300209;RJ;136109
3300225;RJ;12763
3300233;RJ;35060
3300258;RJ;30827
3300308;RJ;101139
3300407;RJ;185237
3300456;RJ;515239
3300506;RJ;27779
3300605;RJ;37306
3300704;RJ;234077
3300803;RJ;59652
3300902;RJ;15521
3300936;RJ;16859
3300951;RJ;8590
3301009;RJ;514643
3301108;RJ;20163
3301157;RJ;12818
3301207;RJ;19161
3301306;RJ;45864
3301405;RJ;23561
3301504;RJ;22152
3301603;RJ;11563
3301702;RJ;929449
3301801;RJ;14138
3301850;RJ;62225
3301876;RJ;29344
3301900;RJ;244416
3302007;RJ;136547
3302056;RJ;15387
3302106;RJ;23211
3302205;RJ;104354
3302254;RJ;32312
3302270;RJ;106296
3302304;RJ;7298
3302403;RJ;266136
3302452;RJ;5646
3302502;RJ;247741
3302601;RJ;45941
3302700;RJ;167668
3302809;RJ;18681
3302858;RJ;177016
3302908;RJ;25622
3303005;RJ;27134
3303104;RJ;15305
3303203;RJ;162893
3303302;RJ;516981
3303401;RJ;191664
3303500;RJ;825388
3303609;RJ;53093
3303708;RJ;44741
3303807;RJ;44175
3303856;RJ;27942
3303906;RJ;307144
3303955;RJ;25563
3304003;RJ;29802
3304102;RJ;19068
3304110;RJ;20254
3304128;RJ;14562
3304144;RJ;152311
3304151;RJ;25535
3304201;RJ;133244
3304300;RJ;60930
3304409;RJ;18677
3304508;RJ;9401
3304524;RJ;159529
3304557;RJ;6775561
3304607;RJ;10380
3304706;RJ;42705
3304755;RJ;42214
3304805;RJ;38749
3304904;RJ;1098357
3305000;RJ;36731
3305109;RJ;473385
3305133;RJ;7240
3305158;RJ;22032
3305208;RJ;107556
3305307;RJ;9416
3305406;RJ;18270
3305505;RJ;91938
3305554;RJ;83841
3305604;RJ;21775
3305703;RJ;15709
3305752;RJ;34898
3305802;RJ;185820
3305901;RJ;10653
3306008;RJ;82468
3306107;RJ;77202
3306156;RJ;11208
3306206;RJ;37262
3306305;RJ;274925
3500105;SP;35153
3500204;SP;3545
3500303;SP;36981
3500402;SP;8262
3500501;SP;18908
3500550;SP;6142
3500600;SP;3588
3500709;SP;37582
3500758;SP;6231
3500808;SP;4201
3500907;SP;4211
3501004;SP;16221
3501103;SP;4078
3501152;SP;18903
3501202;SP;3616
3501301;SP;25078
3501400;SP;5320
3501509;SP;3251
3501608;SP;244370
3501707;SP;41545
3501806;SP;5993
3501905;SP;73145
3502002;SP;5115
3502101;SP;57245
3502200;SP;25724
3502309;SP;6911
3502408;SP;4172
3502507;SP;36211
3502606;SP;4122
3502705;SP;24081
3502754;SP;23343
3502804;SP;199210
3502903;SP;35389
3503000;SP;5689
3503109;SP;6373
3503158;SP;2452
3503208;SP;240542
3503307;SP;136739
3503356;SP;1755
3503406;SP;8665
3503505;SP;3906
3503604;SP;11186
3503703;SP;9851
3503802;SP;56247
3503901;SP;92453
3503950;SP;1815
3504008;SP;105768
3504107;SP;145378
3504206;SP;15316
3504305;SP;5467
3504404;SP;14063
3504503;SP;91792
3504602;SP;18013
3504701;SP;6127
3504800;SP;9209
3504909;SP;11039
3505005;SP;3525
3505104;SP;7532
3505203;SP;35844
3505302;SP;36125
3505351;SP;5794
3505401;SP;7606
3505500;SP;123546
3505609;SP;33537
3505708;SP;279704
3505807;SP;20952
3505906;SP;63438
3506003;SP;381706
3506102;SP;77612
3506201;SP;3028
3506300;SP;11168
3506359;SP;66154
3506409;SP;8197
3506508;SP;126094
3506607;SP;33265
3506706;SP;15111
3506805;SP;12571
3506904;SP;12107
3507001;SP;63310
3507100;SP;26506
3507159;SP;4013
3507209;SP;839
3507308;SP;4913
3507407;SP;16278
3507456;SP;2713
3507506;SP;149718
3507605;SP;172346
3507704;SP;5795
3507753;SP;2911
3507803;SP;25605
3507902;SP;24862
3508009;SP;20050
3508108;SP;17414
3508207;SP;4547
3508306;SP;4222
3508405;SP;51130
3508504;SP;95752
3508603;SP;33827
3508702;SP;19031
3508801;SP;17917
3508900;SP;4195
3509007;SP;104044
3509106;SP;6017
3509205;SP;79034
3509254;SP;28441
3509304;SP;10649
3509403;SP;26613
3509452;SP;6088
3509502;SP;1223237
3509601;SP;86407
3509700;SP;52713
3509809;SP;5028
3509908;SP;12542
3509957;SP;5268
3510005;SP;31410
3510104;SP;2805
3510153;SP;5365
3510203;SP;47098
3510302;SP;21257
3510401;SP;56973
3510500;SP;125194
3510609;SP;405375
3510708;SP;12371
3510807;SP;30655
3510906;SP;2488
3511003;SP;21521
3511102;SP;123114
3511201;SP;7905
3511300;SP;9452
3511409;SP;20391
3511508;SP;50631
3511607;SP;18595
3511706;SP;17539
3511904;SP;8894
3512001;SP;18601
3512100;SP;6223
3512209;SP;28491
3512308;SP;18138
3512407;SP;25116
3512506;SP;6197
3512605;SP;4591
3512704;SP;4072
3512803;SP;74662
3512902;SP;7289
3513009;SP;257882
3513108;SP;35858
3513207;SP;8803
3513306;SP;2021
3513405;SP;82895
3513504;SP;132521
3513603;SP;21373
3513702;SP;34097
3513801;SP;429550
3513850;SP;1805
3513900;SP;11027
3514007;SP;9088
3514106;SP;27704
3514205;SP;2108
3514304;SP;8883
3514403;SP;47287
3514502;SP;12421
3514601;SP;10174
3514700;SP;6026
3514809;SP;15592
3514908;SP;18095
3514924;SP;3742
3514957;SP;2446
3515004;SP;279264
3515103;SP;70402
3515129;SP;3238
3515152;SP;21712
3515186;SP;44607
3515194;SP;4926
3515202;SP;8420
3515301;SP;2774
3515350;SP;9280
3515400;SP;16102
3515509;SP;69680
3515608;SP;5805
3515657;SP;1739
3515707;SP;198661
3515806;SP;1397
3515905;SP;2884
3516002;SP;14936
3516101;SP;2631
3516200;SP;358539
3516309;SP;179372
3516408;SP;158438
3516507;SP;2776
3516606;SP;6419
3516705;SP;44429
3516804;SP;4911
3516853;SP;4841
3516903;SP;10855
3517000;SP;11485
3517109;SP;4842
3517208;SP;12416
3517307;SP;5806
3517406;SP;41283
3517505;SP;22087
3517604;SP;16896
3517703;SP;21394
3517802;SP;8258
3517901;SP;11382
3518008;SP;1996
3518107;SP;6685
3518206;SP;33257
3518305;SP;30465
3518404;SP;123192
3518503;SP;19244
3518602;SP;40857
3518701;SP;324977
3518800;SP;1404694
3518859;SP;7760
3518909;SP;5346
3519006;SP;9649
3519055;SP;15605
3519071;SP;237570
3519105;SP;12002
3519204;SP;6269
3519253;SP;9786
3519303;SP;35830
3519402;SP;12639
3519501;SP;7926
3519600;SP;61150
3519709;SP;80062
3519808;SP;8363
3519907;SP;8228
3520004;SP;24821
3520103;SP;30791
3520202;SP;9631
3520301;SP;31117
3520400;SP;36194
3520426;SP;11552
3520442;SP;26886
3520509;SP;260690
3520608;SP;4873
3520707;SP;3876
3520806;SP;4045
3520905;SP;15165
3521002;SP;38771
3521101;SP;7824
3521150;SP;5557
3521200;SP;4180
3521309;SP;16794
3521408;SP;24982
3521507;SP;8101
3521606;SP;8356
3521705;SP;17405
3521804;SP;27632
3521903;SP;15331
3522000;SP;3937
3522109;SP;104351
3522158;SP;3332
3522208;SP;179574
3522307;SP;167106
3522406;SP;95241
3522505;SP;244131
3522604;SP;75683
3522653;SP;4294
3522703;SP;43536
3522802;SP;15197
3522901;SP;14297
3523008;SP;4994
3523107;SP;379082
3523206;SP;50778
3523305;SP;17754
3523404;SP;124254
3523503;SP;21139
3523602;SP;18610
3523701;SP;6587
3523800;SP;7862
3523909;SP;177150
3524006;SP;64330
3524105;SP;42259
3524204;SP;6963
3524303;SP;78029
3524402;SP;237119
3524501;SP;7322
3524600;SP;17911
3524709;SP;59921
3524808;SP;49291
3524907;SP;6828
3525003;SP;127734
3525102;SP;45544
3525201;SP;31173
3525300;SP;153463
3525409;SP;3143
3525508;SP;13453
3525607;SP;4577
3525706;SP;37707
3525805;SP;4824
3525854;SP;3467
3525904;SP;426935
3526001;SP;20978
3526100;SP;18627
3526209;SP;31844
3526308;SP;4882
3526407;SP;29047
3526506;SP;12581
3526605;SP;7361
3526704;SP;105273
3526803;SP;69533
3526902;SP;310783
3527009;SP;8201
3527108;SP;78978
3527207;SP;89532
3527256;SP;2311
3527306;SP;51007
3527405;SP;22022
3527504;SP;2412
3527603;SP;15628
3527702;SP;5918
3527801;SP;4608
3527900;SP;2623
3528007;SP;17263
3528106;SP;8174
3528205;SP;3686
3528304;SP;3086
3528403;SP;47723
3528502;SP;103645
3528601;SP;9972
3528700;SP;6039
3528809;SP;14069
3528858;SP;3097
3528908;SP;4098
3529005;SP;242249
3529104;SP;2101
3529203;SP;26791
3529302;SP;84069
3529401;SP;481725
3529500;SP;5638
3529609;SP;3813
3529658;SP;1903
3529708;SP;22480
3529807;SP;13023
3529906;SP;19511
3530003;SP;3125
3530102;SP;29844
3530201;SP;18415
3530300;SP;60768
3530409;SP;4966
3530508;SP;69072
3530607;SP;455587
3530706;SP;154146
3530805;SP;94098
3530904;SP;3523
3531001;SP;2274
3531100;SP;58567
3531209;SP;8181
3531308;SP;51039
3531407;SP;25651
3531506;SP;18928
3531605;SP;4166
3531704;SP;4739
3531803;SP;61707
3531902;SP;33598
3532009;SP;13936
3532058;SP;4831
3532108;SP;4525
3532157;SP;3215
3532207;SP;4950
3532306;SP;6624
3532405;SP;18866
3532504;SP;8917
3532603;SP;11575
3532702;SP;5381
3532801;SP;7161
3532827;SP;9962
3532843;SP;1824
3532868;SP;1290
3532900;SP;11519
3533007;SP;21871
3533106;SP;2333
3533205;SP;4135
3533254;SP;6057
3533304;SP;4217
3533403;SP;61716
3533502;SP;41765
3533601;SP;7522
3533700;SP;4294
3533809;SP;2447
3533908;SP;55477
3534005;SP;4462
3534104;SP;6569
3534203;SP;7318
3534302;SP;44682
3534401;SP;701428
3534500;SP;2603
3534609;SP;33118
3534708;SP;115139
3534757;SP;10712
3534807;SP;8676
3534906;SP;14326
3535002;SP;13285
3535101;SP;13691
3535200;SP;9173
3535309;SP;22322
3535408;SP;15944
3535507;SP;46180
3535606;SP;18302
3535705;SP;6536
3535804;SP;20588
3535903;SP;4112
3536000;SP;10934
3536109;SP;6579
3536208;SP;19797
3536257;SP;2177
3536307;SP;14941
3536406;SP;7540
3536505;SP;114508
3536570;SP;1835
3536604;SP;8973
3536703;SP;47523
3536802;SP;6127
3536901;SP;2468
3537008;SP;16876
3537107;SP;48992
3537156;SP;3109
3537206;SP;11507
3537305;SP;64098
3537404;SP;25685
3537503;SP;8875
3537602;SP;69697
3537701;SP;6093
3537800;SP;55731
3537909;SP;29612
3538006;SP;171885
3538105;SP;17378
3538204;SP;15564
3538303;SP;3706
3538501;SP;13495
3538600;SP;27617
3538709;SP;410275
3538808;SP;29930
3538907;SP;25939
3539004;SP;11524
3539103;SP;19453
3539202;SP;27974
3539301;SP;77330
3539400;SP;13890
3539509;SP;40430
3539608;SP;5370
3539707;SP;3606
3539806;SP;119221
3539905;SP;6166
3540002;SP;22326
3540101;SP;3385
3540200;SP;51717
3540259;SP;4719
3540309;SP;2576
3540408;SP;4136
3540507;SP;10205
3540606;SP;53698
3540705;SP;56848
3540754;SP;25603
3540804;SP;17668
3540853;SP;4327
3540903;SP;22239
3541000;SP;336454
3541059;SP;5371
3541109;SP;4067
3541208;SP;12943
3541307;SP;44572
3541406;SP;231953
3541505;SP;39648
3541604;SP;41211
3541653;SP;3902
3541703;SP;14309
3541802;SP;3513
3541901;SP;13788
3542008;SP;6736
3542107;SP;9126
3542206;SP;29743
3542305;SP;3827
3542404;SP;20523
3542503;SP;10047
3542602;SP;56463
3542701;SP;7762
3542800;SP;3320
3542909;SP;13376
3543006;SP;15984
3543105;SP;4786
3543204;SP;4537
3543238;SP;2222
3543253;SP;7686
3543303;SP;125238
3543402;SP;720116
3543501;SP;5364
3543600;SP;3651
3543709;SP;10824
3543808;SP;9940
3543907;SP;209548
3544004;SP;36233
3544103;SP;52009
3544202;SP;12856
3544251;SP;15929
3544301;SP;10888
3544400;SP;3195
3544509;SP;3191
3544608;SP;5638
3544707;SP;2427
3544806;SP;6481
3544905;SP;12103
3545001;SP;17363
3545100;SP;5372
3545159;SP;8498
3545209;SP;120779
3545308;SP;46285
3545407;SP;9396
3545506;SP;4405
3545605;SP;15639
3545704;SP;6036
3545803;SP;195278
3546009;SP;14925
3546108;SP;2111
3546207;SP;4584
3546256;SP;2166
3546306;SP;35102
3546405;SP;48207
3546504;SP;5577
3546603;SP;32796
3546702;SP;27850
3546801;SP;58529
3546900;SP;8889
3547007;SP;6298
3547106;SP;2947
3547205;SP;1448
3547304;SP;145073
3547403;SP;2476
3547502;SP;27641
3547601;SP;26960
3547650;SP;1558
3547700;SP;20855
3547809;SP;723889
3547908;SP;7024
3548005;SP;23742
3548054;SP;8541
3548104;SP;5926
3548203;SP;6843
3548302;SP;3159
3548401;SP;4856
3548500;SP;433991
3548609;SP;10907
3548708;SP;849874
3548807;SP;162763
3548906;SP;256915
3549003;SP;2813
3549102;SP;92315
3549201;SP;2555
3549250;SP;1942
3549300;SP;2095
3549409;SP;52737
3549508;SP;8991
3549607;SP;4141
3549706;SP;55298
3549805;SP;469173
3549904;SP;737310
3549953;SP;16127
3550001;SP;10693
3550100;SP;41287
3550209;SP;33071
3550308;SP;12396372
3550407;SP;36298
3550506;SP;7724
3550605;SP;93076
3550704;SP;91637
3550803;SP;12137
3550902;SP;15446
3551009;SP;370839
3551108;SP;10493
3551207;SP;3623
3551306;SP;3595
3551405;SP;15292
3551504;SP;46166
3551603;SP;29669
3551702;SP;128432
3551801;SP;12731
3551900;SP;17820
3552007;SP;6375
3552106;SP;41690
3552205;SP;695328
3552304;SP;7738
3552403;SP;289875
3552502;SP;303397
3552551;SP;4063
3552601;SP;12561
3552700;SP;16787
3552809;SP;297528
3552908;SP;6371
3553005;SP;14415
3553104;SP;6346
3553203;SP;5562
3553302;SP;23255
3553401;SP;26231
3553500;SP;7725
3553609;SP;12940
3553658;SP;2815
3553708;SP;57547
3553807;SP;23292
3553856;SP;5968
3553906;SP;7609
3553955;SP;15361
3554003;SP;124134
3554102;SP;320820
3554201;SP;4452
3554300;SP;23395
3554409;SP;9502
3554508;SP;42946
3554607;SP;2647
3554656;SP;2432
3554706;SP;10100
3554755;SP;1752
3554805;SP;48228
3554904;SP;5856
3554953;SP;7058
3555000;SP;65615
3555109;SP;15670
3555208;SP;2024
3555307;SP;1667
3555356;SP;6488
3555406;SP;92819
3555505;SP;4828
3555604;SP;10191
3555703;SP;1886
3555802;SP;9125
3555901;SP;1142
3556008;SP;13965
3556107;SP;13732
3556206;SP;133169
3556305;SP;27154
3556354;SP;10842
3556404;SP;43368
3556453;SP;54315
3556503;SP;124269
3556602;SP;10804
3556701;SP;81516
3556800;SP;19133
3556909;SP;9163
3556958;SP;1852
3557006;SP;124468
3557105;SP;96106
3557154;SP;2784
3557204;SP;12418
3557303;SP;11507
4100103;PR;7360
4100202;PR;5797
4100301;PR;9567
4100400;PR;121420
4100459;PR;1429
4100509;PR;22293
4100608;PR;14945
4100707;PR;9722
4100806;PR;11598
4100905;PR;6405
4101002;PR;19466
4101051;PR;2774
4101101;PR;19823
4101150;PR;2931
4101200;PR;18919
4101309;PR;7421
4101408;PR;137438
4101507;PR;126545
4101606;PR;28480
4101655;PR;2951
4101705;PR;14029
4101804;PR;148522
4101853;PR;2026
4101903;PR;14792
4102000;PR;33306
4102109;PR;26304
4102208;PR;3871
4102307;PR;13238
4102406;PR;31061
4102505;PR;11287
4102604;PR;10347
4102703;PR;2781
4102752;PR;3404
4102802;PR;15400
4102901;PR;16411
4103008;PR;3991
4103024;PR;2437
4103040;PR;6343
4103057;PR;7524
4103107;PR;13308
4103156;PR;3472
4103206;PR;7103
4103222;PR;3244
4103305;PR;6290
4103354;PR;5338
4103370;PR;2521
4103404;PR;2973
4103453;PR;18783
4103479;PR;3975
4103503;PR;8641
4103602;PR;25569
4103701;PR;108126
4103800;PR;7967
4103909;PR;13888
4103958;PR;3831
4104006;PR;44072
4104055;PR;3694
4104105;PR;8118
4104204;PR;135678
4104253;PR;30151
4104303;PR;96102
4104402;PR;14606
4104428;PR;16126
4104451;PR;13340
4104501;PR;19172
4104600;PR;15887
4104659;PR;24225
4104709;PR;14391
4104808;PR;336073
4104907;PR;72125
4105003;PR;10144
4105102;PR;10704
4105201;PR;17884
4105300;PR;11872
4105409;PR;19083
4105508;PR;84980
4105607;PR;12939
4105706;PR;16344
4105805;PR;249277
4105904;PR;24271
4106001;PR;8896
4106100;PR;3891
4106209;PR;19082
4106308;PR;17162
4106407;PR;47840
4106456;PR;7538
4106506;PR;20430
4106555;PR;3038
4106571;PR;4229
4106605;PR;20962
4106704;PR;4430
4106803;PR;18772
4106852;PR;2892
4106902;PR;1963726
4107009;PR;15289
4107108;PR;4975
4107124;PR;3409
4107157;PR;5279
4107207;PR;41424
4107256;PR;8988
4107306;PR;5987
4107405;PR;5906
4107504;PR;13962
4107520;PR;1633
4107538;PR;4651
4107546;PR;3980
4107553;PR;2995
4107603;PR;17379
4107652;PR;103750
4107702;PR;4734
4107736;PR;5561
4107751;PR;7625
4107801;PR;4883
4107850;PR;4583
4107900;PR;6926
4108007;PR;10360
4108106;PR;2709
4108205;PR;6345
4108304;PR;257971
4108320;PR;5942
4108403;PR;93308
4108452;PR;4466
4108502;PR;13661
4108551;PR;2850
4108601;PR;28734
4108650;PR;6997
4108700;PR;5379
4108809;PR;33497
4108908;PR;6635
4108957;PR;8881
4109005;PR;3767
4109104;PR;2239
4109203;PR;5557
4109302;PR;11969
4109401;PR;183755
4109500;PR;7554
4109609;PR;37974
4109658;PR;5030
4109708;PR;31854
4109757;PR;6387
4109807;PR;55688
4109906;PR;7671
4110003;PR;4475
4110052;PR;2251
4110078;PR;13449
4110102;PR;33306
4110201;PR;11117
4110300;PR;3122
4110409;PR;4472
4110508;PR;15327
4110607;PR;13642
4110656;PR;2216
4110706;PR;61439
4110805;PR;10029
4110904;PR;4426
4110953;PR;11588
4111001;PR;6516
4111100;PR;6110
4111209;PR;12220
4111258;PR;29493
4111308;PR;2700
4111407;PR;14049
4111506;PR;31886
4111555;PR;8294
4111605;PR;3299
4111704;PR;5332
4111803;PR;39268
4111902;PR;13861
4112009;PR;35192
4112108;PR;21281
4112207;PR;4948
4112306;PR;4929
4112405;PR;9573
4112504;PR;11067
4112603;PR;1309
4112702;PR;12687
4112751;PR;8251
4112801;PR;12108
4112900;PR;3248
4112959;PR;7244
4113007;PR;7069
4113106;PR;3996
4113205;PR;48651
4113254;PR;5719
4113304;PR;32167
4113403;PR;3896
4113429;PR;3155
4113452;PR;4488
4113502;PR;23393
4113601;PR;4850
4113700;PR;580870
4113734;PR;7217
4113759;PR;4695
4113809;PR;4969
4113908;PR;13697
4114005;PR;12900
4114104;PR;23373
4114203;PR;34628
4114302;PR;27750
4114351;PR;2442
4114401;PR;16572
4114500;PR;13517
4114609;PR;54031
4114708;PR;5593
4114807;PR;36103
4114906;PR;8793
4115002;PR;7093
4115101;PR;10327
4115200;PR;436472
4115309;PR;6655
4115358;PR;5562
4115408;PR;14407
4115457;PR;4283
4115507;PR;4676
4115606;PR;18266
4115705;PR;35705
4115739;PR;3142
4115754;PR;10994
4115804;PR;46940
4115853;PR;5617
4115903;PR;2180
4116000;PR;1786
4116059;PR;10706
4116109;PR;11966
4116208;PR;16485
4116307;PR;4034
4116406;PR;4009
4116505;PR;1560
4116604;PR;3424
4116703;PR;10131
4116802;PR;4827
4116901;PR;28062
4116950;PR;5014
4117008;PR;8120
4117057;PR;11462
4117107;PR;13188
4117206;PR;5846
4117214;PR;4304
4117222;PR;8311
4117255;PR;10540
4117271;PR;5252
4117297;PR;2836
4117305;PR;21783
4117404;PR;3423
4117453;PR;6036
4117503;PR;42251
4117602;PR;52503
4117701;PR;34109
4117800;PR;12755
4117909;PR;32389
4118006;PR;14211
4118105;PR;11685
4118204;PR;157378
4118303;PR;3277
4118402;PR;89454
4118451;PR;5755
4118501;PR;84779
4118600;PR;5942
4118709;PR;7418
4118808;PR;14017
4118857;PR;6194
4118907;PR;11406
4119004;PR;6232
4119103;PR;13015
4119152;PR;134788
4119202;PR;6323
4119251;PR;2742
4119301;PR;32722
4119400;PR;25779
