cod;UF;populacao
2512309;PB;23749
2512408;PB;13801
2512507;PB;44388
2512606;PB;2009
2512705;PB;19973
2512721;PB;6139
2512747;PB;3650
2512754;PB;4562
2512762;PB;4571
2512788;PB;1999
2512804;PB;8555
2512903;PB;24258
2513000;PB;3975
2513109;PB;12123
2513158;PB;6526
2513208;PB;6579
2513307;PB;5853
2513356;PB;3591
2513406;PB;15470
2513505;PB;5098
2513604;PB;6942
2513653;PB;2640
2513703;PB;138093
2513802;PB;4550
2513851;PB;2496
2513901;PB;34650
2513927;PB;4602
2513943;PB;2645
2513968;PB;3119
2513984;PB;3377
2514008;PB;4170
2514107;PB;4408
2514206;PB;7622
2514305;PB;6394
2514404;PB;4631
2514453;PB;6037
2514503;PB;20406
2514552;PB;3898
2514602;PB;3619
2514651;PB;1821
2514701;PB;4153
2514800;PB;3607
2514909;PB;7682
2515005;PB;7450
2515104;PB;11793
2515203;PB;3534
2515302;PB;52977
2515401;PB;10919
2515500;PB;13807
2515609;PB;3114
2515708;PB;2921
2515807;PB;7001
2515906;PB;6037
2515930;PB;5152
2515971;PB;7845
2516003;PB;26051
2516102;PB;15211
2516151;PB;3631
2516201;PB;69997
2516300;PB;17096
2516409;PB;11024
2516508;PB;15505
2516607;PB;14791
2516706;PB;15333
2516755;PB;3103
2516805;PB;9473
2516904;PB;15356
2517001;PB;9914
2517100;PB;2870
2517209;PB;5395
2517407;PB;2269
2600054;PE;100698
2600104;PE;37546
2600203;PE;19981
2600302;PE;25240
2600401;PE;37386
2600500;PE;43923
2600609;PE;14798
2600708;PE;38408
2600807;PE;22996
2600906;PE;22910
2601003;PE;11301
2601052;PE;20936
2601102;PE;85301
2601201;PE;75295
2601300;PE;14632
2601409;PE;42866
2601508;PE;12169
2601607;PE;20730
2601706;PE;76930
2601805;PE;12811
2601904;PE;60960
2602001;PE;38605
2602100;PE;48975
2602209;PE;40038
2602308;PE;38101
2602407;PE;8981
2602506;PE;7489
2602605;PE;51696
2602704;PE;13224
2602803;PE;59448
2602902;PE;210796
2603009;PE;34778
2603108;PE;20618
2603207;PE;29065
2603306;PE;10983
2603405;PE;5744
2603454;PE;159945
2603504;PE;19032
2603603;PE;8592
2603702;PE;24743
2603801;PE;20048
2603900;PE;19666
2603926;PE;13117
2604007;PE;85131
2604106;PE;369343
2604155;PE;14395
2604205;PE;43778
2604304;PE;11972
2604403;PE;13641
2604502;PE;21929
2604601;PE;26755
2604700;PE;18327
2604809;PE;12543
2604908;PE;9494
2605004;PE;24237
2605103;PE;37633
2605152;PE;19246
2605202;PE;69701
2605301;PE;31709
2605400;PE;22360
2605459;PE;3140
2605509;PE;12216
2605608;PE;22612
2605707;PE;33488
2605806;PE;15633
2605905;PE;31578
2606002;PE;141347
2606101;PE;30847
2606200;PE;80345
2606309;PE;7586
2606408;PE;85309
2606507;PE;19284
2606606;PE;29585
2606705;PE;7773
2606804;PE;119690
2606903;PE;12265
2607000;PE;24034
2607109;PE;4537
2607208;PE;99101
2607307;PE;31515
2607406;PE;5013
2607505;PE;26268
2607604;PE;27076
2607653;PE;36495
2607703;PE;13492
2607752;PE;27144
2607802;PE;17056
2607901;PE;711330
2607950;PE;11632
2608008;PE;17305
2608057;PE;14904
2608107;PE;33570
2608206;PE;15999
2608255;PE;11545
2608305;PE;15007
2608404;PE;15483
2608453;PE;18429
2608503;PE;21490
2608602;PE;13300
2608701;PE;16345
2608750;PE;26090
2608800;PE;40883
2608909;PE;56149
2609006;PE;25565
2609105;PE;16549
2609154;PE;22110
2609204;PE;11098
2609303;PE;15548
2609402;PE;63792
2609501;PE;32673
2609600;PE;393734
2609709;PE;23985
2609808;PE;15309
2609907;PE;70466
2610004;PE;63745
2610103;PE;7509
2610202;PE;26438
2610301;PE;11608
2610400;PE;22198
2610509;PE;28856
2610608;PE;57346
2610707;PE;336919
2610806;PE;22716
2610905;PE;68067
2611002;PE;37246
2611101;PE;359372
2611200;PE;11308
2611309;PE;27204
2611408;PE;15231
2611507;PE;26309
2611533;PE;6796
2611606;PE;1661017
2611705;PE;20744
2611804;PE;47813
2611903;PE;23719
2612000;PE;9600
2612109;PE;11214
2612208;PE;61561
2612307;PE;15880
2612406;PE;27308
2612455;PE;15713
2612471;PE;12708
2612505;PE;111812
2612554;PE;14645
2612604;PE;42266
2612703;PE;14308
2612802;PE;11914
2612901;PE;16239
2613008;PE;60567
2613107;PE;37488
2613206;PE;23002
2613305;PE;21439
2613404;PE;21868
2613503;PE;34082
2613602;PE;34210
2613701;PE;114910
2613800;PE;18150
2613909;PE;87467
2614006;PE;19226
2614105;PE;36189
2614204;PE;46845
2614303;PE;11269
2614402;PE;6034
2614501;PE;66192
2614600;PE;28860
2614709;PE;12843
2614808;PE;26439
2614857;PE;23852
2615003;PE;29472
2615102;PE;7227
2615201;PE;10314
2615300;PE;52587
2615409;PE;47088
2615508;PE;13856
2615607;PE;31103
2615706;PE;15232
2615805;PE;27793
2615904;PE;8266
2616001;PE;18835
2616100;PE;9572
2616183;PE;7526
2616209;PE;21172
2616308;PE;32897
2616407;PE;140389
2616506;PE;14789
2700102;AL;20263
2700201;AL;17507
2700300;AL;234309
2700409;AL;47540
2700508;AL;16201
2700607;AL;8434
2700706;AL;18440
2700805;AL;4226
2700904;AL;6717
2701001;AL;27429
2701100;AL;10426
2701209;AL;10920
2701308;AL;21397
2701357;AL;6972
2701407;AL;57997
2701506;AL;9576
2701605;AL;17715
2701704;AL;16907
2701803;AL;9568
2701902;AL;7311
2702009;AL;10594
2702108;AL;21935
2702207;AL;5882
2702306;AL;57647
2702355;AL;24396
2702405;AL;52501
2702504;AL;11059
2702553;AL;18304
2702603;AL;22192
2702702;AL;4803
2702801;AL;12823
2702900;AL;41549
2703007;AL;15637
2703106;AL;25596
2703205;AL;24670
2703304;AL;18398
2703403;AL;5185
2703502;AL;6992
2703601;AL;8444
2703700;AL;5751
2703759;AL;11495
2703809;AL;24167
2703908;AL;4119
2704005;AL;24716
2704104;AL;17692
2704203;AL;28904
2704302;AL;1031597
2704401;AL;19923
2704500;AL;33351
2704609;AL;8850
2704708;AL;52848
2704807;AL;13123
2704906;AL;3474
2705002;AL;25200
2705101;AL;24627
2705200;AL;18201
2705309;AL;5315
2705408;AL;7171
2705507;AL;28428
2705606;AL;12837
2705705;AL;21690
2705804;AL;9507
2705903;AL;5133
2706000;AL;11681
2706109;AL;11573
2706208;AL;5061
2706307;AL;73452
2706406;AL;24307
2706422;AL;10546
2706448;AL;13484
2706505;AL;15270
2706604;AL;7556
2706703;AL;64005
2706802;AL;17868
2706901;AL;35310
2707008;AL;2903
2707107;AL;25324
2707206;AL;14447
2707305;AL;27331
2707404;AL;7618
2707503;AL;20158
2707602;AL;11202
2707701;AL;75662
2707800;AL;6634
2707909;AL;7344
2708006;AL;47910
2708105;AL;10637
2708204;AL;6977
2708303;AL;24064
2708402;AL;32462
2708501;AL;34825
2708600;AL;62328
2708709;AL;8073
2708808;AL;34424
2708907;AL;14042
2708956;AL;13893
2709004;AL;6115
2709103;AL;20162
2709152;AL;44570
2709202;AL;27934
2709301;AL;65963
2709400;AL;25655
2800100;SE;2386
2800209;SE;21796
2800308;SE;672614
2800407;SE;9840
2800506;SE;18825
2800605;SE;31439
2800670;SE;26980
2800704;SE;8396
2801009;SE;18325
2801108;SE;4003
2801207;SE;30894
2801306;SE;34808
2801405;SE;22393
2801504;SE;17232
2801603;SE;5929
2801702;SE;18181
2801900;SE;4008
2802007;SE;5290
2802106;SE;69919
2802205;SE;5617
2802304;SE;15688
2802403;SE;11599
2802502;SE;3421
2802601;SE;5831
2802700;SE;8522
2802809;SE;18337
2802908;SE;96839
2803005;SE;42399
2803104;SE;4869
2803203;SE;35054
2803302;SE;19067
2803401;SE;13422
2803500;SE;106015
2803609;SE;30327
2803708;SE;7002
2803807;SE;3715
2803906;SE;12689
2804003;SE;17328
2804102;SE;11361
2804201;SE;15315
2804300;SE;7653
2804409;SE;18688
2804458;SE;8822
2804508;SE;37715
2804607;SE;26957
2804706;SE;6509
2804805;SE;187733
2804904;SE;14650
2805000;SE;3309
2805109;SE;9727
2805208;SE;6678
2805307;SE;9436
2805406;SE;35461
2805505;SE;24003
2805604;SE;28788
2805703;SE;29756
2805802;SE;19813
2805901;SE;10354
2806008;SE;18891
2806107;SE;11158
2806206;SE;20051
2806305;SE;14205
2806404;SE;7906
2806503;SE;3933
2806602;SE;12200
2806701;SE;92090
2806800;SE;11276
2806909;SE;3837
2807006;SE;3964
2807105;SE;40724
2807204;SE;9046
2807303;SE;3271
2807402;SE;52861
2807501;SE;13534
2807600;SE;25800
2900108;BA;8681
2900207;BA;20594
2900306;BA;15214
2900355;BA;17209
2900405;BA;17096
2900504;BA;10513
2900603;BA;4387
2900702;BA;153023
2900801;BA;22509
2900900;BA;5273
2901007;BA;37631
2901106;BA;24997
2901155;BA;16086
2901205;BA;21229
2901304;BA;13122
2901353;BA;14416
2901403;BA;13902
2901502;BA;11369
2901601;BA;19659
2901700;BA;11670
2901809;BA;11955
2901908;BA;17840
2901957;BA;7274
2902005;BA;12960
2902054;BA;12237
2902104;BA;54903
2902203;BA;11519
2902252;BA;10904
2902302;BA;8848
2902401;BA;11079
2902500;BA;13979
2902609;BA;20431
2902658;BA;13251
2902708;BA;54225
2902807;BA;20198
2902906;BA;30831
2903003;BA;13128
2903102;BA;5515
2903201;BA;158432
2903235;BA;15171
2903276;BA;16225
2903300;BA;5312
2903409;BA;23540
2903508;BA;17013
2903607;BA;15989
2903706;BA;12039
2903805;BA;18491
2903904;BA;70151
2903953;BA;9768
2904001;BA;14518
2904050;BA;16999
2904100;BA;21486
2904209;BA;10050
2904308;BA;14155
2904407;BA;10675
2904506;BA;10705
2904605;BA;67468
2904704;BA;18269
2904753;BA;21374
2904803;BA;6232
2904852;BA;19010
2904902;BA;33659
2905008;BA;23407
2905107;BA;8912
2905156;BA;14671
2905206;BA;51184
2905305;BA;18585
2905404;BA;18666
2905503;BA;13452
2905602;BA;32023
2905701;BA;309208
2905800;BA;35444
2905909;BA;28839
2906006;BA;71754
2906105;BA;9694
2906204;BA;26468
2906303;BA;30722
2906402;BA;8109
2906501;BA;87820
2906600;BA;14415
2906709;BA;24921
2906808;BA;34929
2906824;BA;16832
2906857;BA;11597
2906873;BA;31055
2906899;BA;8659
2906907;BA;22166
2907004;BA;9395
2907103;BA;29118
2907202;BA;73092
2907301;BA;26369
2907400;BA;3619
2907509;BA;55222
2907558;BA;9303
2907608;BA;17293
2907707;BA;11221
2907806;BA;32636
2907905;BA;17402
2908002;BA;16128
2908101;BA;18835
2908200;BA;22933
2908309;BA;17087
2908408;BA;67394
2908507;BA;33631
2908606;BA;26223
2908705;BA;17113
2908804;BA;4025
2908903;BA;22391
2909000;BA;8667
2909109;BA;14108
2909208;BA;15549
2909307;BA;32243
2909406;BA;13756
2909505;BA;5352
2909604;BA;21219
2909703;BA;13981
2909802;BA;63923
2909901;BA;35065
2910008;BA;10347
2910057;BA;83705
2910107;BA;12281
2910206;BA;4072
2910305;BA;8129
2910404;BA;15914
2910503;BA;42014
2910602;BA;37902
2910701;BA;61112
2910727;BA;115360
2910750;BA;17801
2910776;BA;5656
2910800;BA;624107
2910859;BA;16314
2910909;BA;5641
2911006;BA;10525
2911105;BA;26111
2911204;BA;32778
2911253;BA;4417
2911303;BA;11284
2911402;BA;15247
2911501;BA;6852
2911600;BA;20800
2911659;BA;6371
2911709;BA;85353
2911808;BA;20565
2911857;BA;12946
2911907;BA;23950
2912004;BA;8849
2912103;BA;21083
2912202;BA;19990
2912301;BA;16262
2912400;BA;18421
2912509;BA;14989
2912608;BA;4047
2912707;BA;23433
2912806;BA;8740
2912905;BA;14476
2913002;BA;16463
2913101;BA;17048
2913200;BA;27076
2913309;BA;6232
2913408;BA;15661
2913457;BA;12963
2913507;BA;27006
2913606;BA;157639
2913705;BA;40720
2913804;BA;14229
2913903;BA;45969
2914000;BA;59281
2914109;BA;9954
2914208;BA;7295
2914307;BA;7874
2914406;BA;25728
2914505;BA;29305
2914604;BA;74050
2914653;BA;30901
2914703;BA;64795
2914802;BA;214123
2914901;BA;29051
2915007;BA;16164
2915106;BA;12140
2915205;BA;14331
2915304;BA;6784
2915353;BA;14650
2915403;BA;6515
2915502;BA;20309
2915601;BA;64423
2915700;BA;7971
2915809;BA;22474
2915908;BA;6433
2916005;BA;19231
2916104;BA;22440
2916203;BA;8300
2916302;BA;10173
2916401;BA;77408
2916500;BA;36173
2916609;BA;10284
2916708;BA;8375
2916807;BA;19937
2916856;BA;14588
2916906;BA;12482
2917003;BA;36140
2917102;BA;20394
2917201;BA;19095
2917300;BA;28870
2917334;BA;11038
2917359;BA;8176
2917409;BA;14855
2917508;BA;80749
2917607;BA;54913
2917706;BA;33915
2917805;BA;19162
2917904;BA;10742
2918001;BA;156277
2918100;BA;40832
2918209;BA;14576
2918308;BA;10470
2918357;BA;25606
2918407;BA;219544
2918456;BA;8856
2918506;BA;15241
2918555;BA;5706
2918605;BA;5777
2918704;BA;3663
2918753;BA;15870
2918803;BA;24214
2918902;BA;3993
2919009;BA;3735
2919058;BA;8591
2919108;BA;8078
2919157;BA;27323
2919207;BA;204669
2919306;BA;11586
2919405;BA;12357
2919504;BA;46372
2919553;BA;92671
2919603;BA;11318
2919702;BA;19056
2919801;BA;50481
2919900;BA;7752
2919926;BA;21754
2919959;BA;2386
2920007;BA;10294
2920106;BA;18535
2920205;BA;16875
2920304;BA;8326
2920403;BA;12944
2920452;BA;13822
2920502;BA;19973
2920601;BA;44902
2920700;BA;20664
2920809;BA;10357
2920908;BA;13619
2921005;BA;47643
2921054;BA;12359
2921104;BA;22741
2921203;BA;25771
2921302;BA;10838
2921401;BA;18603
2921450;BA;8264
2921500;BA;49145
2921609;BA;8476
2921708;BA;35466
2921807;BA;12063
2921906;BA;8725
2922003;BA;42729
2922052;BA;10469
2922102;BA;27153
2922201;BA;7464
2922250;BA;11479
2922300;BA;29420
2922409;BA;22340
2922508;BA;28661
2922607;BA;14156
2922656;BA;13197
2922706;BA;16482
2922730;BA;7830
2922755;BA;6518
2922805;BA;8328
2922854;BA;9126
2922904;BA;27047
2923001;BA;44170
2923035;BA;12653
2923050;BA;15445
2923100;BA;28373
2923209;BA;21797
2923308;BA;8575
2923357;BA;17567
2923407;BA;21840
2923506;BA;9123
2923605;BA;21777
2923704;BA;32274
2923803;BA;29124
2923902;BA;9550
2924009;BA;119213
2924058;BA;13535
2924108;BA;7438
2924207;BA;16698
2924306;BA;16854
2924405;BA;35295
2924504;BA;16308
2924603;BA;20048
2924652;BA;10353
2924678;BA;10050
2924702;BA;10253
2924801;BA;25162
2924900;BA;9415
2925006;BA;26581
2925105;BA;46885
2925204;BA;40401
2925253;BA;14729
2925303;BA;152529
2925402;BA;6623
2925501;BA;28214
2925600;BA;15180
2925709;BA;12028
2925758;BA;28272
2925808;BA;25428
2925907;BA;27672
2925931;BA;8939
2925956;BA;22643
2926004;BA;41324
2926103;BA;14588
2926202;BA;22330
2926301;BA;33498
2926400;BA;35757
2926509;BA;14631
2926608;BA;54097
2926657;BA;4896
2926707;BA;12878
2926806;BA;15521
2926905;BA;11672
2927002;BA;41209
2927101;BA;9548
2927200;BA;30900
2927309;BA;16047
2927408;BA;2900319
2927507;BA;20971
2927606;BA;13917
2927705;BA;28058
2927804;BA;6241
2927903;BA;10583
2928000;BA;37704
2928059;BA;12308
2928109;BA;39707
2928208;BA;26792
2928307;BA;8987
2928406;BA;28613
2928505;BA;10520
2928604;BA;60190
2928703;BA;103204
2928802;BA;53666
2928901;BA;34764
2928950;BA;9085
2929008;BA;14784
2929057;BA;15543
2929107;BA;21083
2929206;BA;40664
2929255;BA;18785
2929305;BA;38315
2929354;BA;5562
2929370;BA;10546
2929404;BA;11733
2929503;BA;44554
2929602;BA;17421
2929701;BA;17330
2929750;BA;12163
2929800;BA;12971
2929909;BA;44370
2930006;BA;11586
2930105;BA;79813
2930154;BA;31362
2930204;BA;41279
2930303;BA;17261
2930402;BA;14531
2930501;BA;81693
2930600;BA;13490
2930709;BA;137117
2930758;BA;13104
2930766;BA;9431
2930774;BA;23274
2930808;BA;17118
2930907;BA;12515
2931004;BA;20383
2931053;BA;17518
2931103;BA;7936
2931202;BA;21421
2931301;BA;16939
2931350;BA;164290
2931400;BA;7296
2931509;BA;22590
2931608;BA;15097
2931707;BA;13018
2931806;BA;15996
2931905;BA;50903
2932002;BA;23991
2932101;BA;19860
2932200;BA;18647
2932309;BA;27481
2932408;BA;13894
2932457;BA;19573
2932507;BA;18108
2932606;BA;16672
2932705;BA;20312
2932804;BA;19330
2932903;BA;97873
2933000;BA;29111
2933059;BA;14135
2933109;BA;9247
2933158;BA;12556
2933174;BA;8734
2933208;BA;44185
2933257;BA;6105
2933307;BA;343643
2933406;BA;9342
2933455;BA;12125
2933505;BA;20862
2933604;BA;46562
3100104;MG;7022
3100203;MG;23263
3100302;MG;13434
3100401;MG;3995
3100500;MG;9270
3100609;MG;13319
3100708;MG;1986
3100807;MG;4557
3100906;MG;19285
3101003;MG;13656
3101102;MG;25116
3101201;MG;5949
3101300;MG;2657
3101409;MG;3015
3101508;MG;35438
3101607;MG;80973
3101631;MG;7052
3101706;MG;42380
3101805;MG;7448
3101904;MG;20059
3102001;MG;14566
3102050;MG;5938
3102100;MG;10723
3102209;MG;3783
3102308;MG;15135
3102407;MG;3605
3102506;MG;4643
3102605;MG;41704
3102704;MG;9470
3102803;MG;12189
3102852;MG;8594
3102902;MG;11471
3103009;MG;9233
3103108;MG;1577
3103207;MG;2360
3103306;MG;2056
3103405;MG;36715
3103504;MG;118361
3103603;MG;2779
3103702;MG;8467
3103751;MG;6992
3103801;MG;2836
3103900;MG;9523
3104007;MG;108403
3104106;MG;10990
3104205;MG;40658
3104304;MG;15288
3104403;MG;2681
3104452;MG;5305
3104502;MG;17850
3104601;MG;14358
3104700;MG;12496
3104809;MG;4833
3104908;MG;19249
3105004;MG;7780
3105103;MG;23964
3105202;MG;4738
3105301;MG;5808
3105400;MG;33232
3105509;MG;5311
3105608;MG;139061
3105707;MG;4905
3105905;MG;20981
3106002;MG;10269
3106101;MG;3422
3106200;MG;2530701
3106309;MG;27277
3106408;MG;7723
3106507;MG;11813
3106606;MG;4609
3106655;MG;4792
3106705;MG;450024
3106804;MG;3282
3106903;MG;14612
3107000;MG;2482
3107109;MG;40308
3107208;MG;5088
3107307;MG;50521
3107406;MG;51436
3107505;MG;6444
3107604;MG;4270
3107703;MG;6182
3107802;MG;14792
3107901;MG;10527
3108008;MG;17612
3108107;MG;6852
3108206;MG;5397
3108255;MG;11502
3108305;MG;19809
3108404;MG;14927
3108503;MG;6259
3108552;MG;16950
3108602;MG;32460
3108701;MG;4255
3108800;MG;4737
3108909;MG;14364
3109006;MG;41208
3109105;MG;10982
3109204;MG;10342
3109253;MG;3984
3109303;MG;25179
3109402;MG;28184
3109451;MG;7025
3109501;MG;14074
3109600;MG;3580
3109709;MG;11609
3109808;MG;2720
3109907;MG;11869
3110004;MG;45364
3110103;MG;5584
3110202;MG;3961
3110301;MG;14600
3110400;MG;2839
3110509;MG;21831
3110608;MG;30068
3110707;MG;12810
3110806;MG;3739
3110905;MG;16855
3111002;MG;21052
3111101;MG;19759
3111150;MG;3830
3111200;MG;54338
3111309;MG;11648
3111408;MG;8383
3111507;MG;15661
3111606;MG;28908
3111705;MG;4533
3111804;MG;12251
3111903;MG;5585
3112000;MG;14890
3112059;MG;4575
3112109;MG;5464
3112208;MG;4616
3112307;MG;38321
3112406;MG;6860
3112505;MG;9896
3112604;MG;16294
3112653;MG;5559
3112703;MG;15388
3112802;MG;8693
3112901;MG;9318
3113008;MG;23872
3113107;MG;3150
3113206;MG;25831
3113305;MG;33022
3113404;MG;93124
3113503;MG;9423
3113602;MG;6826
3113701;MG;18516
3113800;MG;2660
3113909;MG;12193
3114006;MG;11546
3114105;MG;15031
3114204;MG;22900
3114303;MG;30339
3114402;MG;21310
3114501;MG;19756
3114550;MG;10103
3114600;MG;4052
3114709;MG;3614
3114808;MG;4445
3114907;MG;2251
3115003;MG;3108
3115102;MG;17741
3115201;MG;3939
3115300;MG;75942
3115359;MG;5465
3115409;MG;3665
3115458;MG;6206
3115474;MG;4944
3115508;MG;21566
3115607;MG;1150
3115706;MG;7059
3115805;MG;10343
3115904;MG;3216
3116001;MG;5695
3116100;MG;15334
3116159;MG;14217
3116209;MG;2657
3116308;MG;6811
3116407;MG;4873
3116506;MG;7478
3116605;MG;29093
3116704;MG;7631
3116803;MG;8810
3116902;MG;3128
3117009;MG;6624
3117108;MG;10351
3117207;MG;2814
3117306;MG;28782
3117405;MG;4581
3117504;MG;17438
3117603;MG;5558
3117702;MG;13729
3117801;MG;11852
3117836;MG;7730
3117876;MG;6867
3117900;MG;12209
3118007;MG;55836
3118106;MG;5047
3118205;MG;6997
3118304;MG;130584
3118403;MG;22975
3118502;MG;1786
3118601;MG;673849
3118700;MG;9099
3118809;MG;26620
3118908;MG;8903
3119005;MG;3546
3119104;MG;23607
3119203;MG;9897
3119302;MG;27958
3119401;MG;110709
3119500;MG;9209
3119609;MG;3095
3119708;MG;3448
3119807;MG;3168
3119906;MG;3685
3119955;MG;6425
3120003;MG;2688
3120102;MG;4436
3120151;MG;6814
3120201;MG;13060
3120300;MG;5992
3120409;MG;5161
3120508;MG;10211
3120607;MG;5072
3120706;MG;3651
3120805;MG;15529
3120839;MG;5026
3120870;MG;7867
3120904;MG;81085
3121001;MG;5431
3121100;MG;8007
3121209;MG;7146
3121258;MG;10994
3121308;MG;5044
3121407;MG;7266
3121506;MG;2867
3121605;MG;47924
3121704;MG;3779
3121803;MG;7493
3121902;MG;3430
3122009;MG;20020
3122108;MG;4969
3122207;MG;7655
3122306;MG;242505
3122355;MG;6946
3122405;MG;6039
3122454;MG;11396
3122470;MG;3635
3122504;MG;5025
3122603;MG;4436
3122702;MG;5227
3122801;MG;2992
3122900;MG;6664
3123007;MG;10291
3123106;MG;5139
3123205;MG;13373
3123304;MG;4202
3123403;MG;1539
3123502;MG;1915
3123528;MG;7898
3123601;MG;28556
3123700;MG;11268
3123809;MG;7240
3123858;MG;5383
3123908;MG;15458
3124005;MG;19019
3124104;MG;72512
3124203;MG;25287
3124302;MG;31603
3124401;MG;4728
3124500;MG;11416
3124609;MG;2308
3124708;MG;3483
3124807;MG;8057
3124906;MG;11383
3125002;MG;3932
3125101;MG;37649
3125200;MG;2374
3125309;MG;3202
3125408;MG;4656
3125507;MG;3178
3125606;MG;7548
3125705;MG;15528
3125804;MG;3500
3125903;MG;9576
3125952;MG;11100
3126000;MG;7602
3126109;MG;67956
3126208;MG;9810
3126307;MG;4460
3126406;MG;2986
3126505;MG;10311
3126604;MG;5268
3126703;MG;26459
3126752;MG;5287
3126802;MG;5858
3126901;MG;9716
3126950;MG;3496
3127008;MG;18866
3127057;MG;4542
3127073;MG;5232
3127107;MG;60508
3127206;MG;4434
3127305;MG;6764
3127339;MG;5084
3127354;MG;3177
3127370;MG;3402
3127388;MG;4014
3127404;MG;4360
3127503;MG;6184
3127602;MG;11811
3127701;MG;282164
3127800;MG;15943
3127909;MG;1386
3128006;MG;34818
3128105;MG;14269
3128204;MG;10307
3128253;MG;5005
3128303;MG;19014
3128402;MG;8926
3128501;MG;3755
3128600;MG;6558
3128709;MG;52234
3128808;MG;7026
3128907;MG;8168
3129004;MG;8296
3129103;MG;5516
3129202;MG;6623
3129301;MG;11085
3129400;MG;4999
3129509;MG;25511
3129608;MG;8478
3129657;MG;5340
3129707;MG;14128
3129806;MG;184030
3129905;MG;3497
3130002;MG;3003
3130051;MG;12200
3130101;MG;44561
3130200;MG;11146
3130309;MG;7901
3130408;MG;6667
3130507;MG;12511
3130556;MG;6976
3130606;MG;7387
3130655;MG;7328
3130705;MG;7009
3130804;MG;2785
3130903;MG;24020
3131000;MG;6352
3131109;MG;7605
3131158;MG;18926
3131208;MG;20133
3131307;MG;267333
3131406;MG;4229
3131505;MG;10156
3131604;MG;7067
3131703;MG;121717
3131802;MG;11637
3131901;MG;52996
3132008;MG;5447
3132107;MG;18175
3132206;MG;13510
3132305;MG;12910
3132404;MG;97782
3132503;MG;35130
3132602;MG;4395
3132701;MG;23207
3132800;MG;2032
3132909;MG;10122
3133006;MG;15844
3133105;MG;15511
3133204;MG;12259
3133303;MG;20997
3133402;MG;15511
3133501;MG;21760
3133600;MG;9976
3133709;MG;11354
3133758;MG;16286
3133808;MG;94455
3133907;MG;5321
3134004;MG;15053
3134103;MG;6074
3134202;MG;105818
3134301;MG;5978
3134400;MG;40101
3134509;MG;3749
3134608;MG;20683
3134707;MG;12320
3134806;MG;7695
3134905;MG;26538
3135001;MG;3151
3135050;MG;39850
3135076;MG;5453
3135100;MG;72374
3135209;MG;67958
3135308;MG;4418
3135357;MG;7991
3135407;MG;4795
3135456;MG;7781
3135506;MG;12246
3135605;MG;7407
3135704;MG;5203
3135803;MG;25555
3135902;MG;4774
3136009;MG;15476
3136108;MG;4382
3136207;MG;80903
3136306;MG;47990
3136405;MG;4757
3136504;MG;10872
3136520;MG;4474
3136553;MG;5104
3136579;MG;4911
3136603;MG;5739
3136652;MG;27823
3136702;MG;577532
3136801;MG;4359
3136900;MG;10795
3136959;MG;5706
3137007;MG;18272
3137106;MG;7588
3137205;MG;53236
3137304;MG;4062
3137403;MG;13115
3137502;MG;18168
3137536;MG;9681
3137601;MG;66744
3137700;MG;19914
3137809;MG;20995
3137908;MG;3366
3138005;MG;6856
3138104;MG;6494
3138203;MG;105756
3138302;MG;3222
3138351;MG;4923
3138401;MG;52690
3138500;MG;4994
3138609;MG;16749
3138625;MG;7640
3138658;MG;9766
3138674;MG;6249
3138682;MG;6735
3138708;MG;5431
3138807;MG;18297
3138906;MG;7112
3139003;MG;42682
3139102;MG;5119
3139201;MG;18556
3139250;MG;6565
3139300;MG;18051
3139409;MG;92074
3139508;MG;22894
3139607;MG;27651
3139706;MG;8113
3139805;MG;12985
3139904;MG;14019
3140001;MG;61830
3140100;MG;4079
3140159;MG;15814
3140209;MG;3000
3140308;MG;4030
3140407;MG;2701
3140506;MG;13497
3140530;MG;8640
3140555;MG;8700
3140605;MG;4415
3140704;MG;31631
3140803;MG;14626
3140852;MG;11360
3140902;MG;19098
3141009;MG;12367
3141108;MG;38469
3141207;MG;3733
3141306;MG;3861
3141405;MG;20701
3141504;MG;6446
3141603;MG;10775
3141702;MG;5489
3141801;MG;31509
3141900;MG;3891
3142007;MG;13651
3142106;MG;10818
3142205;MG;15205
3142254;MG;4939
3142304;MG;4948
3142403;MG;7589
3142502;MG;2184
3142601;MG;8764
3142700;MG;14621
3142809;MG;21349
3142908;MG;20544
3143005;MG;13139
3143104;MG;48049
3143153;MG;4939
3143203;MG;21504
3143302;MG;417478
3143401;MG;24247
3143450;MG;8379
3143500;MG;8955
3143609;MG;2413
3143708;MG;3126
3143807;MG;5960
3143906;MG;109997
3144003;MG;26945
3144102;MG;20522
3144201;MG;3221
3144300;MG;40583
3144359;MG;7104
3144375;MG;3306
3144409;MG;4727
3144508;MG;8710
3144607;MG;26882
3144656;MG;10355
3144672;MG;3067
3144706;MG;17524
3144805;MG;97378
3144904;MG;3548
3145000;MG;16046
3145059;MG;7493
3145109;MG;16937
3145208;MG;108241
3145307;MG;31339
3145356;MG;10800
3145372;MG;5348
3145406;MG;1694
3145455;MG;6243
3145505;MG;2829
3145604;MG;41987
3145703;MG;2128
3145802;MG;3155
3145851;MG;4671
3145877;MG;8138
3145901;MG;40220
3146008;MG;33938
3146107;MG;74824
3146206;MG;5895
3146255;MG;6466
3146305;MG;20346
3146404;MG;4440
3146503;MG;8308
3146552;MG;6098
3146602;MG;1517
3146701;MG;6606
3146750;MG;5196
